neighborhood,house_age,num_bedrooms,num_bathrooms,sqft_living,sqft_lot,num_floors,garage_type,has_pool,house_condition,heating_type,school_rating,crime_rate,renovation_year,price
Downtown,46,3,3,1122.0,3927.0,3,Double,0,Good,Central,5.2,13.72,0.0,356961
Rural,60,4,3,2123.0,6987.0,3,Double,0,Fair,Central,5.4,6.35,0.0,317054
Midtown,9,1,1,477.0,3002.0,2,Single,0,Good,Electric,5.9,3.51,2022.0,198337
Waterfront,45,3,2,1602.0,,1,Single,0,Excellent,,6.9,0.03,0.0,451620
Uptown,60,2,1,1025.0,1893.0,1,Double,0,Good,Central,8.8,3.65,0.0,253015
Downtown,28,3,2,1569.0,8612.0,1,Single,0,Good,Radiator,7.1,12.63,2019.0,368420
Rural,3,2,2,909.0,6287.0,2,Single,1,Excellent,Central,7.8,3.94,0.0,276414
Rural,51,4,4,2060.0,8728.0,2,Single,0,Good,Central,7.0,0.83,0.0,372921
Rural,8,4,3,1768.0,6695.0,2,Single,0,Excellent,Radiator,8.8,6.85,0.0,408369
Downtown,70,2,1,717.0,3804.0,1,Single,0,Fair,Central,6.1,2.64,2010.0,217964
Waterfront,59,4,2,1921.0,4573.0,3,Single,0,Fair,Electric,5.3,,1997.0,336953
Rural,61,3,2,1487.0,2766.0,2,Single,0,Good,Radiator,7.1,22.72,1996.0,256595
Historic,58,3,2,1110.0,8642.0,1,,0,Good,Central,5.9,13.48,0.0,276650
Rural,70,4,4,2052.0,9420.0,2,Double,0,Good,Radiator,6.2,3.43,2016.0,393001
Downtown,12,5,4,1825.0,3808.0,1,Single,0,Good,Central,6.5,1.47,2015.0,461503
Waterfront,9,4,3,1753.0,4738.0,1,Double,1,Fair,Radiator,6.3,0.12,2018.0,418830
Suburbs,49,2,1,895.0,4652.0,2,Double,0,Good,Radiator,4.9,2.62,2001.0,228820
Uptown,17,6,5,2144.0,6084.0,2,Single,0,Fair,Radiator,5.8,0.75,0.0,401909
Waterfront,54,4,4,1452.0,8239.0,1,Single,0,Good,Central,9.7,1.28,0.0,410469
Suburbs,44,3,2,1320.0,4569.0,2,Double,0,Good,Central,5.9,6.18,2000.0,308289
Midtown,32,6,4,2473.0,7142.0,2,Single,0,Good,Radiator,4.4,0.76,2020.0,513516
Rural,35,4,4,2052.0,,2,Single,0,Good,Central,3.3,19.42,2023.0,384512
Downtown,78,4,3,1731.0,8256.0,1,Single,1,Good,Central,6.7,0.84,1998.0,396217
Waterfront,49,4,4,1484.0,5555.0,1,Single,1,Fair,Central,7.7,11.3,0.0,413781
Suburbs,54,3,2,1144.0,6701.0,1,,0,Excellent,Central,6.6,2.08,0.0,316768
Uptown,16,4,4,1938.0,9696.0,2,Single,0,Fair,Central,7.5,4.86,0.0,386873
Uptown,12,2,1,1080.0,2655.0,1,,0,Good,Central,5.5,3.81,2023.0,318323
Midtown,8,6,5,3143.0,8536.0,2,Double,0,Good,Central,3.5,0.25,0.0,551432
Rural,21,3,3,1127.0,5307.0,1,Double,0,Good,Electric,5.9,7.47,0.0,281885
Rural,48,4,3,1413.0,2952.0,1,,1,Good,Central,6.6,0.93,0.0,313684
Historic,8,3,2,1065.0,3750.0,2,Single,0,Fair,Central,8.3,1.13,0.0,281577
Downtown,28,4,2,1843.0,5045.0,1,Single,0,Fair,Electric,9.5,3.65,2014.0,384599
Rural,10,3,3,1341.0,6730.0,2,Single,0,Fair,Radiator,8.1,0.11,2017.0,293297
Rural,52,3,2,1058.0,5842.0,1,,0,Excellent,Electric,7.2,6.07,0.0,245409
Downtown,15,4,2,1445.0,2960.0,2,Double,0,Good,,4.1,1.29,0.0,389346
Suburbs,4,2,1,1099.0,6221.0,1,,0,Good,Electric,3.1,3.74,2023.0,267514
Uptown,79,3,2,1628.0,3797.0,1,Single,0,Good,Electric,5.0,0.91,2000.0,360745
Uptown,62,3,2,1126.0,7898.0,1,,0,Good,Electric,4.1,5.96,0.0,250003
Downtown,4,3,2,1148.0,7905.0,1,,0,Good,Electric,4.2,0.07,0.0,344501
Downtown,41,3,3,1590.0,7296.0,1,Single,0,Good,Central,9.1,2.03,1999.0,363296
Suburbs,73,3,2,1354.0,4127.0,1,Single,0,Good,Electric,9.3,3.29,0.0,309223
Uptown,55,2,1,1083.0,7850.0,2,,1,Excellent,Central,9.7,0.93,1996.0,365535
Downtown,28,4,2,1816.0,3958.0,1,Single,0,Poor,Central,3.6,0.0,0.0,298200
Historic,47,5,3,2327.0,6755.0,2,Single,0,Poor,Central,3.7,11.39,1996.0,341126
Downtown,9,4,3,1576.0,8348.0,2,Single,0,Good,Central,4.8,9.14,2021.0,350971
Waterfront,2,1,1,525.0,3417.0,2,,1,Good,Radiator,9.7,0.25,0.0,296299
Suburbs,67,4,3,2060.0,6949.0,2,Single,0,Good,Electric,4.3,7.13,2023.0,402485
Historic,48,3,2,1252.0,,2,,0,Good,Central,7.8,1.47,2010.0,340164
Suburbs,69,4,3,1889.0,9283.0,2,Double,0,Good,Central,4.6,0.17,2014.0,327399
Waterfront,74,3,3,1254.0,3330.0,2,Single,0,Good,Radiator,8.5,3.77,2004.0,357334
Suburbs,28,1,1,442.0,8249.0,2,,0,Excellent,Radiator,7.7,12.33,1999.0,200774
Historic,79,4,4,2082.0,8149.0,1,Single,0,Excellent,Central,6.9,1.16,1996.0,466384
Uptown,14,3,2,1299.0,7056.0,3,Single,0,Excellent,Radiator,7.1,0.97,2013.0,413142
Downtown,46,5,4,2590.0,6828.0,2,Double,1,Good,Central,9.9,12.36,,580132
Uptown,13,4,2,2168.0,3171.0,1,Single,1,Excellent,Radiator,4.8,0.91,0.0,520444
Rural,16,3,2,1299.0,5805.0,1,Single,0,Good,Central,6.8,0.05,0.0,274037
Downtown,40,4,3,2102.0,5104.0,1,Double,0,Excellent,Central,7.0,9.77,0.0,548500
Suburbs,72,3,2,1232.0,2057.0,1,,0,Poor,Central,,0.24,0.0,197357
Suburbs,30,2,1,701.0,2781.0,3,,0,Excellent,Central,4.3,1.68,0.0,195712
Historic,65,3,2,1100.0,5450.0,1,Single,0,Fair,Central,7.5,1.48,2022.0,285238
Historic,58,2,2,994.0,5331.0,2,Double,1,Excellent,Central,5.9,5.27,0.0,322589
Downtown,48,1,1,370.0,5757.0,1,Single,0,Good,Central,9.9,1.32,0.0,232940
Rural,49,2,2,1075.0,3935.0,2,Single,0,Poor,Central,4.5,2.3,0.0,121888
Uptown,2,2,2,1046.0,2097.0,1,Double,0,Good,,,6.26,2023.0,306837
Midtown,14,1,1,452.0,4880.0,2,Double,0,Fair,Electric,3.5,3.43,0.0,177354
Rural,17,4,4,1865.0,2657.0,3,Double,0,Good,Central,3.9,5.44,0.0,415803
Midtown,31,2,1,977.0,3271.0,2,,0,Poor,Central,6.7,,0.0,183608
Rural,10,3,2,1488.0,2951.0,1,Single,0,Excellent,,6.5,14.87,2016.0,377383
Suburbs,70,3,2,1344.0,3447.0,1,Double,0,Good,Central,8.4,3.71,2000.0,253126
Uptown,37,2,2,825.0,5797.0,1,Double,0,Good,,,0.07,2005.0,319116
Rural,64,6,5,3192.0,6484.0,2,Single,1,Fair,Central,3.5,2.29,2003.0,427399
Rural,30,4,3,1437.0,6929.0,2,Double,0,Good,Radiator,4.7,6.72,0.0,288562
Rural,34,4,4,1684.0,3813.0,1,,0,Fair,Electric,7.8,2.22,1996.0,305763
Uptown,18,3,3,1449.0,6763.0,1,,0,Fair,Central,7.9,3.12,0.0,307769
Uptown,63,4,3,2112.0,7008.0,2,Single,0,Poor,,5.6,0.94,,262024
Suburbs,49,6,4,2189.0,6047.0,1,Double,0,Excellent,Radiator,6.3,1.4,2003.0,504982
Suburbs,56,3,2,1445.0,,1,Double,0,Good,Central,9.9,0.15,2005.0,354868
Rural,58,3,2,1342.0,1955.0,2,Single,0,Good,Central,,3.82,2021.0,264326
Rural,27,3,2,1461.0,5997.0,2,Double,1,Excellent,Central,7.0,4.36,2023.0,324118
Suburbs,55,6,5,2480.0,8654.0,2,Single,0,Poor,,5.2,0.69,1993.0,339091
Historic,19,2,2,984.0,4640.0,2,Double,0,Good,Electric,9.0,2.09,2012.0,293794
Rural,23,4,4,1544.0,9310.0,2,Double,1,Good,Radiator,7.2,3.12,2014.0,401548
Suburbs,47,2,2,1010.0,4329.0,1,Double,0,Good,Central,9.0,20.88,0.0,227037
Downtown,79,5,5,2499.0,9341.0,1,Single,0,Good,Electric,7.8,2.65,2008.0,487978
Suburbs,66,3,3,1618.0,2751.0,1,Single,0,Good,Central,5.4,1.76,0.0,313862
Midtown,51,5,4,1923.0,7059.0,2,Single,1,Good,,8.5,3.83,2022.0,478568
Suburbs,28,5,4,2471.0,4862.0,1,,0,Good,Central,6.2,5.22,2018.0,440286
Suburbs,57,3,2,1243.0,2616.0,1,Single,0,Good,Electric,4.2,3.41,0.0,236170
Rural,58,4,3,1625.0,4684.0,1,Double,1,Good,Central,7.8,2.81,0.0,327488
Suburbs,15,4,3,1721.0,5024.0,1,Single,1,Good,Electric,7.1,4.33,2021.0,415081
Downtown,16,3,2,1221.0,9027.0,2,Double,0,Good,Central,7.0,3.9,2012.0,339360
Suburbs,47,3,3,1198.0,3219.0,1,,0,Fair,Central,6.9,1.9,0.0,238852
Rural,63,2,1,1007.0,3843.0,1,Single,0,Good,Central,6.1,2.79,0.0,192122
Rural,12,3,3,1469.0,7525.0,3,Double,0,Good,Central,9.5,2.07,2020.0,354003
Suburbs,43,6,5,2231.0,8595.0,2,,1,Good,Central,9.9,3.05,2015.0,507548
Suburbs,29,3,3,1386.0,5590.0,1,Single,1,Poor,Central,8.7,9.36,0.0,244872
Midtown,49,4,3,1664.0,7812.0,2,,0,Good,Central,7.4,3.58,2006.0,405810
Suburbs,3,2,1,1088.0,7359.0,1,,0,Good,,8.4,2.29,0.0,287575
Suburbs,69,3,3,1305.0,6413.0,2,Double,0,Excellent,Electric,8.8,11.43,2003.0,335462
Suburbs,60,2,2,716.0,6519.0,2,Single,0,Good,Central,4.7,1.93,0.0,196370
Rural,66,3,3,1249.0,5867.0,2,Double,0,Good,Central,5.8,4.04,1999.0,245901
Historic,26,1,1,412.0,2454.0,1,,0,Good,Central,9.5,3.39,2007.0,174641
Suburbs,71,4,2,1404.0,4888.0,1,Single,0,Good,Central,4.9,13.66,2015.0,263103
Historic,74,3,2,1342.0,5405.0,1,,1,Fair,Central,9.0,2.17,,272658
Downtown,69,4,2,2124.0,4212.0,2,Single,0,Fair,Central,7.0,6.08,0.0,313706
Suburbs,47,3,3,1531.0,7894.0,2,Single,0,Fair,Central,7.8,5.11,,294958
Historic,76,5,3,2434.0,9539.0,1,Single,0,Good,,8.7,0.01,0.0,435245
Suburbs,42,4,2,1674.0,7903.0,2,Double,0,Good,Central,9.3,6.3,1997.0,350499
Rural,31,2,1,792.0,4557.0,1,Single,0,Good,Electric,7.4,4.72,2000.0,186557
Suburbs,22,3,3,1255.0,3031.0,1,Single,0,Good,Electric,7.4,2.44,0.0,309776
Historic,17,1,1,374.0,4797.0,2,Single,0,Good,,8.1,9.63,0.0,188002
Downtown,20,3,2,1109.0,3865.0,1,Single,0,Good,Electric,4.3,1.04,0.0,345595
Uptown,8,3,2,1394.0,1967.0,1,Single,0,Fair,Central,7.4,8.92,2017.0,316071
Suburbs,49,5,3,2563.0,5547.0,2,Single,0,Poor,,8.4,27.33,1994.0,275995
Uptown,38,3,3,1109.0,3497.0,2,Double,0,Excellent,Electric,3.9,2.95,2015.0,344621
Suburbs,53,4,3,1668.0,6620.0,1,Single,1,Excellent,Central,4.3,3.01,1994.0,440431
Historic,28,3,2,1123.0,6394.0,1,Single,0,Fair,Central,7.5,8.8,2012.0,281116
Suburbs,77,2,2,824.0,4183.0,1,Single,0,Good,Radiator,5.4,4.12,1991.0,214082
Midtown,29,4,4,2064.0,3953.0,1,,0,Good,Central,7.3,2.5,0.0,421147
Downtown,72,2,1,713.0,5430.0,2,,0,Fair,Electric,6.3,2.67,2022.0,196407
Suburbs,11,5,4,2397.0,7643.0,2,Double,0,Fair,Central,6.2,0.47,0.0,438558
Rural,47,2,1,723.0,1670.0,2,Double,0,Poor,,6.1,3.6,0.0,163719
Downtown,45,5,4,2176.0,8968.0,3,,0,Fair,,5.4,1.12,1990.0,396698
Suburbs,18,4,3,1779.0,6762.0,2,Single,0,Excellent,,5.9,6.02,2007.0,409519
Midtown,50,4,3,1721.0,7685.0,1,,0,Good,Radiator,3.3,,0.0,341379
Midtown,49,5,5,2387.0,5423.0,2,,0,Good,Central,5.2,3.19,2003.0,516445
Suburbs,22,3,2,1634.0,8824.0,1,Double,0,Fair,Electric,5.2,1.99,2005.0,284956
Midtown,45,2,1,806.0,6204.0,1,Single,1,Good,Electric,7.0,4.63,1994.0,253114
Rural,61,2,2,943.0,7621.0,2,Double,1,Excellent,Central,7.5,0.04,2006.0,295217
Suburbs,21,3,2,1262.0,7048.0,2,Single,0,Excellent,Central,6.1,4.31,2012.0,324575
Historic,71,3,2,1649.0,9093.0,2,Double,0,Good,Central,3.7,5.79,0.0,291803
Waterfront,61,5,5,2700.0,4300.0,2,Single,0,Good,Electric,9.1,1.37,1990.0,614047
Midtown,76,2,2,737.0,2637.0,2,Single,0,Excellent,Central,8.7,7.66,2006.0,261350
Suburbs,36,5,5,2723.0,9086.0,2,Single,0,Poor,Electric,7.0,5.06,0.0,303495
Waterfront,24,5,4,2488.0,5342.0,2,Double,0,Excellent,Central,6.2,3.07,0.0,648679
Downtown,32,4,3,2193.0,10108.0,1,,1,Good,Central,8.8,0.16,2009.0,535288
Downtown,59,5,5,2520.0,3313.0,1,Single,1,Good,Central,8.5,0.14,1990.0,567406
Downtown,75,4,2,1503.0,3580.0,1,,1,Good,Electric,7.3,0.39,0.0,406538
Midtown,5,3,3,1500.0,6268.0,2,Single,1,Fair,Central,5.4,4.54,2020.0,339817
Uptown,16,4,4,1981.0,9678.0,1,Single,0,Excellent,Radiator,7.3,4.8,2020.0,490708
Historic,11,4,4,1533.0,6091.0,2,Double,0,Good,Central,3.5,4.94,2016.0,403434
Rural,35,2,1,1001.0,6783.0,1,Double,0,Fair,,4.3,0.14,1994.0,177690
Suburbs,75,2,2,969.0,8664.0,2,,0,Good,Central,9.5,,0.0,210591
Suburbs,42,3,2,1646.0,7690.0,2,,0,Good,Central,9.5,2.39,2008.0,371442
Suburbs,10,2,2,947.0,4880.0,1,Single,0,Good,Central,5.6,4.66,0.0,254654
Suburbs,8,6,5,2597.0,6341.0,1,,1,Excellent,Central,4.8,8.81,2022.0,570551
Historic,26,3,2,1622.0,2425.0,2,Single,0,Good,Radiator,9.0,0.13,0.0,398430
Rural,3,3,2,1426.0,3772.0,1,Single,0,Fair,Central,8.8,9.6,2023.0,283135
Downtown,59,2,2,839.0,4290.0,1,Double,0,Good,Central,9.9,2.29,0.0,286581
Downtown,3,3,2,1062.0,6323.0,2,Single,0,Good,Radiator,5.7,4.26,2022.0,335620
Downtown,38,3,3,1503.0,9021.0,1,Single,0,Excellent,Central,8.4,7.4,2023.0,384852
Suburbs,2,2,1,747.0,3008.0,2,Single,1,Good,Electric,7.4,6.28,2023.0,273339
Midtown,17,6,5,3208.0,9464.0,1,Single,0,Fair,Radiator,3.7,0.08,0.0,487293
Waterfront,73,3,2,1626.0,5056.0,2,Single,0,Good,Central,8.2,3.02,0.0,383306
Uptown,36,4,2,1589.0,4805.0,2,Single,1,Excellent,Central,4.5,8.21,2012.0,410972
Rural,73,2,2,745.0,8211.0,2,Single,0,Excellent,Radiator,4.8,1.17,0.0,193922
Suburbs,2,5,4,2345.0,8670.0,2,,1,Fair,Central,,11.9,2023.0,491693
Downtown,34,3,2,1178.0,,2,,0,Good,Radiator,5.7,3.14,2008.0,314463
Uptown,27,4,4,1833.0,5708.0,1,Single,0,Fair,Radiator,8.8,,1997.0,373140
Historic,37,4,3,1731.0,8125.0,2,,0,Excellent,Radiator,5.6,9.64,0.0,431688
Suburbs,71,4,4,2033.0,4143.0,1,,0,Good,Radiator,4.4,1.16,2002.0,362409
Rural,22,2,1,1099.0,1721.0,1,,0,Good,Central,4.4,14.34,0.0,195688
Rural,68,3,2,1324.0,,2,Double,0,Fair,,5.9,7.14,2002.0,254506
Waterfront,14,3,2,1461.0,5678.0,2,Double,0,Fair,Electric,5.6,2.69,2013.0,378936
Midtown,23,3,2,1255.0,8319.0,1,Double,0,Fair,Radiator,4.9,9.01,2018.0,273303
Rural,44,3,3,1567.0,5531.0,2,Double,0,Poor,Central,5.5,0.58,0.0,253019
Rural,65,4,4,1429.0,7307.0,2,Single,0,Good,Electric,4.0,0.39,0.0,274872
Downtown,79,2,2,897.0,7657.0,1,Double,0,Good,Central,3.1,7.91,2013.0,263019
Downtown,78,2,1,770.0,4221.0,1,,0,Fair,Central,7.1,1.64,0.0,209316
Suburbs,61,6,4,2312.0,2979.0,2,Single,0,Excellent,Radiator,9.9,10.45,0.0,497582
Downtown,55,5,4,2282.0,3310.0,2,Double,0,Poor,Electric,4.9,0.27,0.0,310598
Historic,71,6,5,2469.0,3350.0,3,Double,1,Fair,Electric,4.9,0.91,0.0,449156
Historic,50,3,3,1325.0,4614.0,1,Single,1,Good,Central,9.9,6.96,2002.0,349871
Downtown,12,2,1,822.0,6805.0,2,Single,0,Fair,Central,8.0,,0.0,271894
Uptown,79,5,3,2205.0,9883.0,3,Single,1,Poor,Electric,9.7,5.24,2020.0,395734
Suburbs,15,2,2,814.0,5291.0,3,Single,0,Excellent,Central,4.2,,2018.0,242951
Suburbs,17,2,2,1021.0,8749.0,1,Single,0,Fair,Central,3.6,2.96,2015.0,243301
Suburbs,34,2,2,923.0,4880.0,2,Double,0,Excellent,Central,4.4,8.46,0.0,288468
Suburbs,35,4,3,1529.0,2273.0,3,Double,0,Good,Central,7.9,1.47,1992.0,355014
Suburbs,39,2,2,703.0,3151.0,1,Single,0,Excellent,Central,9.4,19.91,0.0,232794
Rural,78,4,3,1413.0,6078.0,3,Single,0,Good,Central,3.2,2.16,0.0,228256
Suburbs,55,2,1,868.0,7306.0,3,Double,0,Good,Central,6.8,13.36,1997.0,225072
Midtown,59,2,2,825.0,7197.0,3,Double,1,Good,Central,3.3,1.29,0.0,244103
Downtown,5,3,3,1207.0,3059.0,3,,1,Excellent,Central,9.6,0.48,0.0,443282
Downtown,30,3,2,1423.0,7426.0,1,Single,0,Fair,Central,5.3,2.26,0.0,298329
Downtown,4,6,5,3075.0,5304.0,1,Double,0,Good,Central,8.6,0.05,2021.0,647802
Waterfront,15,6,5,2176.0,7596.0,1,Double,1,Fair,Electric,4.4,0.22,0.0,505882
Downtown,35,2,2,743.0,5507.0,1,Single,0,Fair,Electric,5.8,13.47,2022.0,211140
Uptown,74,5,3,2118.0,7969.0,1,Double,0,Good,Central,7.8,14.73,0.0,469431
Rural,55,4,2,1753.0,3370.0,2,Double,1,Good,Electric,8.0,0.06,2009.0,413074
Rural,66,3,3,1287.0,3770.0,2,Single,0,Fair,Central,9.2,0.17,0.0,204078
Rural,60,4,3,1910.0,5101.0,1,Double,0,Poor,Central,,3.16,0.0,261562
Suburbs,24,5,4,1837.0,2795.0,1,Single,0,Excellent,Central,5.4,0.76,0.0,460558
Suburbs,22,2,1,897.0,1915.0,1,Double,0,Excellent,Central,5.8,4.63,2008.0,261863
Suburbs,44,2,1,1024.0,3141.0,2,Double,0,Excellent,Central,7.4,12.37,0.0,271070
Rural,32,3,2,1607.0,6338.0,1,Single,0,Excellent,Central,6.5,11.61,1997.0,312182
Suburbs,51,2,1,924.0,3309.0,1,Single,0,Poor,Electric,4.5,5.98,0.0,129577
Downtown,3,3,2,1133.0,4271.0,1,,0,Good,Electric,6.3,5.21,0.0,319585
Midtown,70,4,2,1981.0,3946.0,1,Single,0,Fair,Central,6.6,3.43,0.0,308100
Downtown,32,4,3,2037.0,5106.0,2,Double,0,Good,Central,6.9,2.48,0.0,456976
Uptown,2,3,3,1167.0,2800.0,2,Double,1,Fair,Central,,15.22,2023.0,345256
Historic,59,3,3,1456.0,2718.0,2,Double,0,Good,Central,5.0,6.85,0.0,349217
Suburbs,73,4,4,2144.0,2837.0,2,Double,0,Fair,Central,9.7,10.46,2006.0,384311
Downtown,77,3,2,1481.0,5670.0,2,,1,Good,Central,9.5,8.4,1990.0,379039
Downtown,14,4,2,1732.0,5162.0,2,Double,0,Good,Central,4.4,22.15,2015.0,420912
Waterfront,51,6,4,2631.0,9993.0,3,Double,0,Good,Central,6.6,6.81,2014.0,575481
Waterfront,11,6,3,2195.0,10012.0,2,Single,0,Fair,Radiator,4.6,3.62,0.0,416291
Historic,78,4,4,1820.0,3267.0,1,Double,0,Fair,Central,8.8,16.84,0.0,359274
Midtown,10,3,2,1531.0,3280.0,2,,1,Good,,,14.23,2015.0,381421
Waterfront,58,2,1,1091.0,5607.0,2,Single,1,Excellent,Electric,,0.56,0.0,410041
Suburbs,34,4,2,1719.0,4589.0,2,Single,0,Good,Electric,5.8,0.6,2020.0,350172
Suburbs,78,6,5,2622.0,8501.0,1,Double,0,Poor,Electric,5.5,1.93,1994.0,324576
Uptown,53,2,2,721.0,3869.0,2,Single,0,Poor,Central,6.1,8.03,2022.0,188404
Suburbs,28,1,1,505.0,3121.0,1,Single,1,Fair,Central,6.4,8.52,0.0,170796
Downtown,18,4,3,1973.0,5853.0,2,Double,1,Good,Central,8.5,5.54,0.0,455119
Historic,26,2,1,861.0,7431.0,1,,0,Good,Electric,5.0,7.52,2005.0,283080
Suburbs,7,2,1,983.0,5474.0,3,Single,1,Excellent,Central,6.6,9.83,2023.0,351302
Midtown,45,5,3,2373.0,4747.0,2,Single,0,Good,Central,9.3,1.47,2006.0,469967
Waterfront,45,2,1,1007.0,4546.0,2,,0,Fair,Central,5.8,0.96,1998.0,270647
Downtown,71,2,2,825.0,6827.0,2,Double,0,Excellent,Central,8.3,3.49,0.0,305439
Midtown,35,3,2,1440.0,4472.0,3,Single,0,Fair,Central,3.9,5.46,0.0,274706
Suburbs,52,4,4,1900.0,9750.0,1,,0,Good,Radiator,3.7,6.36,2005.0,398843
Suburbs,21,3,2,1104.0,7282.0,1,Single,0,Good,Central,5.2,0.35,2012.0,272634
Suburbs,28,3,3,1218.0,3536.0,2,Single,0,Good,Radiator,5.8,3.32,2007.0,281118
Downtown,44,4,3,2088.0,8365.0,1,Double,0,Good,Central,6.1,3.08,0.0,470917
Rural,56,3,3,1143.0,6723.0,2,Single,0,Fair,Electric,7.3,0.31,0.0,245813
Downtown,10,1,1,425.0,4815.0,1,Single,1,Fair,Central,9.1,2.72,0.0,243444
Suburbs,23,2,2,790.0,3781.0,1,Single,0,Good,Electric,4.2,16.6,2007.0,206635
Suburbs,48,3,2,1134.0,4634.0,1,,0,Good,,3.1,0.49,0.0,212486
Historic,52,4,3,1509.0,5713.0,2,Double,0,Good,Central,8.8,0.99,1990.0,349349
Uptown,15,4,3,1678.0,2756.0,2,Single,1,Fair,Central,4.1,1.57,0.0,316007
Suburbs,55,4,2,2042.0,8175.0,3,Single,0,Fair,Electric,3.1,3.16,2006.0,283016
Suburbs,43,4,3,2173.0,7163.0,1,Single,1,Fair,Central,3.4,3.29,0.0,373007
Suburbs,50,1,1,464.0,2993.0,1,Single,0,Good,Radiator,8.2,3.36,2020.0,217931
Suburbs,6,5,3,2385.0,5689.0,1,Single,1,Good,Central,8.3,8.09,2020.0,500137
Historic,33,5,5,2528.0,8248.0,2,Single,0,Good,Central,4.5,7.34,0.0,470210
Historic,62,3,3,1447.0,9080.0,1,,0,Fair,Central,5.1,7.3,2003.0,267785
Suburbs,55,2,2,1039.0,1679.0,3,Single,0,Fair,Central,6.4,4.08,1998.0,195406
Suburbs,39,3,2,1580.0,3271.0,3,Single,0,Fair,Central,4.8,5.05,2022.0,261545
Downtown,12,3,2,1426.0,,2,Single,0,Good,Central,9.1,0.46,0.0,400881
Waterfront,31,2,1,913.0,8043.0,1,,0,Poor,Central,5.0,4.97,2016.0,218983
Downtown,74,4,3,1712.0,,1,Double,0,Fair,Radiator,7.6,1.19,2010.0,352076
Midtown,53,4,4,1769.0,6436.0,1,Double,0,Poor,Central,3.7,4.9,2023.0,298433
Historic,34,4,2,1676.0,5576.0,1,Double,1,Good,Radiator,6.1,15.9,2020.0,388008
Suburbs,41,2,2,870.0,4957.0,1,Single,0,Poor,Central,3.3,3.6,0.0,174786
Rural,10,2,2,1059.0,8891.0,1,,0,Good,Central,6.3,0.06,2018.0,253577
Midtown,52,4,2,2177.0,3352.0,1,Single,0,Excellent,Central,3.0,0.34,0.0,413590
Rural,75,5,5,2111.0,4690.0,2,Single,0,Good,Central,3.1,0.23,0.0,397921
Suburbs,57,3,2,1182.0,8010.0,1,Double,0,Good,Central,6.7,,0.0,277164
Suburbs,78,4,4,1462.0,3125.0,3,Double,1,Good,Central,3.1,0.23,0.0,336081
Uptown,3,1,1,517.0,7050.0,1,Single,0,Excellent,Central,8.6,3.56,0.0,251613
Waterfront,57,4,2,2096.0,10050.0,1,Double,0,Fair,Central,5.1,,1997.0,403627
Waterfront,33,6,4,2640.0,9778.0,1,,1,Excellent,Electric,3.8,2.82,0.0,629585
Uptown,7,4,2,1833.0,7108.0,2,Double,0,Excellent,Central,6.6,5.43,2021.0,545152
Uptown,4,5,3,2489.0,3930.0,1,Double,1,Fair,,8.5,12.74,0.0,473199
Midtown,39,3,3,1275.0,2197.0,1,Single,1,Good,Central,9.2,0.57,1992.0,326665
Downtown,48,4,4,1561.0,6731.0,1,Double,0,Good,Central,,6.55,0.0,414800
Rural,74,2,2,745.0,7097.0,2,Double,0,Poor,Electric,7.1,4.45,2004.0,129831
Historic,79,2,2,794.0,5629.0,1,,1,Poor,Radiator,9.5,11.49,0.0,177341
Historic,16,2,1,958.0,2792.0,1,Single,0,Good,Electric,6.1,6.06,0.0,251814
Waterfront,38,3,2,1258.0,6661.0,2,Single,0,Good,Central,7.8,2.14,0.0,418991
Suburbs,4,3,2,1570.0,4018.0,1,Single,0,Excellent,Central,4.6,8.42,0.0,416404
Historic,4,4,2,1470.0,5260.0,3,,0,Good,Central,5.9,3.4,0.0,341294
Historic,27,5,3,2166.0,6132.0,1,Single,1,Good,Central,5.9,1.7,0.0,494372
Downtown,17,4,3,1605.0,8601.0,1,Single,0,Fair,Radiator,3.2,,0.0,288437
Rural,70,2,1,1055.0,1795.0,1,Single,1,Good,Central,4.7,2.45,1990.0,232821
Suburbs,54,5,5,2556.0,6934.0,1,Single,0,Excellent,Central,5.9,6.24,0.0,570205
Suburbs,8,3,2,1640.0,5421.0,3,Single,0,Fair,Electric,6.0,1.76,2021.0,319688
Downtown,53,4,2,1495.0,2678.0,1,Single,0,Good,Radiator,9.4,7.27,2015.0,373733
Suburbs,5,5,4,2532.0,9707.0,1,Double,0,Good,Central,8.8,16.68,2023.0,500486
Rural,69,6,5,2251.0,6810.0,1,Single,0,Excellent,Electric,6.5,13.84,2012.0,425192
Waterfront,47,3,3,1143.0,7744.0,1,Double,1,Fair,Central,7.8,2.31,0.0,345237
Waterfront,74,4,3,1431.0,5098.0,1,,0,Good,Electric,5.5,1.74,0.0,376390
Uptown,40,3,2,1328.0,8824.0,1,Double,0,Fair,Central,4.4,2.35,0.0,275689
Suburbs,7,3,3,1125.0,1981.0,1,Double,0,Excellent,,4.2,0.51,2022.0,338726
Downtown,12,3,3,1259.0,3833.0,1,Single,0,Good,Central,3.5,0.31,2014.0,355195
Uptown,25,3,3,1215.0,2008.0,2,Double,0,Excellent,Central,6.3,4.0,2022.0,380725
Suburbs,28,3,3,1635.0,3120.0,1,Double,1,Good,Central,8.6,26.48,2018.0,387363
Midtown,43,4,2,1926.0,4827.0,1,,0,Good,Central,4.0,8.99,2010.0,380424
Uptown,77,2,2,864.0,5535.0,2,Single,1,Fair,Central,8.1,2.38,1990.0,204848
